Date,Open,High,Low,Close,Volume,Adj Close
2013-07-01,3430.47998,3649.350098,3415.22998,3626.370117,35889520000,3626.370117
2013-08-01,3654.179932,3694.189941,3573.570068,3589.870117,32934650000,3589.870117
2013-09-01,3622.639893,3798.76001,3593.620117,3771.47998,34997740000,3771.47998
2013-10-01,3774.179932,3966.709961,3650.030029,3919.709961,43017190000,3919.709961
2013-11-01,3932.449951,4069.699951,3855.070068,4059.889893,35818470000,4059.889893
2013-12-01,4065.659912,4177.72998,3979.590088,4176.589844,37139280000,4176.589844
2014-01-01,4160.029785,4246.549805,4044.76001,4103.879883,45227610000,4103.879883
2014-02-01,4105.060059,4342.589844,3968.189941,4308.120117,39978180000,4308.120117
2014-03-01,4261.419922,4371.709961,4131.810059,4198.990234,46796180000,4198.990234
2014-04-01,4219.870117,4286.089844,3946.030029,4114.560059,44391220000,4114.560059
2014-05-01,4121.25,4252.080078,4021.050049,4242.620117,39290130000,4242.620117
2014-06-01,4247.959961,4417.459961,4207.609863,4408.180176,40249370000,4408.180176
2014-07-01,4424.709961,4485.930176,4351.040039,4369.77002,39536410000,4369.77002
2014-08-01,4363.390137,4580.27002,4321.890137,4580.27002,33417300000,4580.27002
2014-09-01,4592.419922,4610.569824,4464.439941,4493.390137,39631130000,4493.390137
2014-10-01,4486.649902,4641.509766,4116.600098,4630.740234,50136190000,4630.740234
2014-11-01,4633.709961,4810.859863,4594.919922,4791.629883,32967990000,4791.629883
2014-12-01,4777.72998,4814.950195,4547.310059,4736.049805,39587090000,4736.049805
2015-01-01,4760.240234,4777.009766,4563.109863,4635.240234,38719030000,4635.240234
2015-02-01,4650.600098,4989.25,4580.459961,4963.529785,35773090000,4963.529785
2015-03-01,4973.430176,5042.140137,4825.930176,4900.879883,41204240000,4900.879883
2015-04-01,4894.359863,5119.830078,4844.390137,4941.419922,37409760000,4941.419922
2015-05-01,4966.319824,5111.540039,4888.169922,5070.029785,35994540000,5070.029785
2015-06-01,5094.939941,5164.359863,4956.22998,4986.870117,41338820000,4986.870117
2015-07-01,5029.049805,5231.939941,4901.509766,5128.279785,40633420000,5128.279785
2015-08-01,5134.339844,5175.259766,4292.140137,4812.709961,45767180000,4812.709961
2015-09-01,4673.609863,4960.870117,4487.060059,4620.160156,41503920000,4620.160156
2015-10-01,4624.459961,5095.689941,4552.339844,5053.75,42348240000,5053.75
2015-11-01,5065.640137,5163.470215,4908.660156,5108.669922,36834860000,5108.669922
2015-12-01,5129.640137,5176.77002,4871.589844,5007.410156,40617940000,5007.410156
2016-01-01,4897.649902,4926.72998,4313.390137,4613.950195,44877130000,4613.950195
